filename,target_captions,can_be_used_without_source,source_caption_index
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a piano playing while a guitar and drums play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a flute playing while a violin and drums play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a violin playing while a flute and drums play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a violin playing while an orchestra play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a woman singing while a piano and drums play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a woman singing while a bass and drums play in the background.",0,3
MusicDelta_Rockabilly_MIX.wav,"A high quality recording of a woman singing while an orchestra play in the background.",0,3
MusicDelta_Shadows_MIX.wav,"A recording of a calm jazz song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a calm reggae song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a calm Chinese song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a quiet techno song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a quiet metal song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a happy pop song.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a calm arcade game soundtrack.",1,1
MusicDelta_Shadows_MIX.wav,"A recording of a calm classical music piece.",1,1
MusicDelta_Shadows_MIX.wav,"An upbeat song with guitars and drums playing.",0,2
MusicDelta_Shadows_MIX.wav,"A calm song with violins and drums playing.",0,2
MusicDelta_Shadows_MIX.wav,"A calm song with trumpets and drums playing.",0,2
MusicDelta_Shadows_MIX.wav,"An upbeat song with electric guitars and drums playing.",0,2
MusicDelta_Shadows_MIX.wav,"A rhythmic song with a synthesizer and drums playing.",0,2
MusicDelta_Shadows_MIX.wav,"A high quality recording of a piano playing a melody while a guitar and drums are playing in the background.",0,3
MusicDelta_Shadows_MIX.wav,"A high quality recording of a piano playing a melody while another piano and drums are playing in the background.",0,3
MusicDelta_Shadows_MIX.wav,"A high quality recording of a violin playing a melody while another violin and drums are playing in the background.",0,3
MusicDelta_Shadows_MIX.wav,"A high quality recording of a trumpet playing a melody while another trumpet and drums are playing in the background.",0,3
MusicDelta_Shadows_MIX.wav,"A high quality recording of a woman singing a melody while another woman is singing and drums are playing in the background.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool jazz song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool arcade game soundtrack.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool rap song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool hip hop song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool movie soundtrack.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a happy country song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a cool techno song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A recording of a rhythmic oriental song.",1,1
MusicDelta_SpeedMetal_MIX.wav,"A rock metal song with an electric violin, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A jazz song with a trumpet, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A country song with a banjo, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A classical song with a violin, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A techno song with a synthesizer, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A metal song with a singer, bass and drums playing.",0,2
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of a violin playing a cool metal solo with accompaniment.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of a saxophone playing a cool jazz solo with accompaniment.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of a trumpet playing a cool jazz solo with accompaniment.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of a woman vocalizing an epic opera solo with accompaniment.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of a flute playing a cool rock solo with accompaniment.",0,3
MusicDelta_SpeedMetal_MIX.wav,"A high quality recording of an acoustic guitar playing a cool pop solo with accompaniment.",0,3
MusicDelta_SwingJazz_MIX.wav,"A recording of a cool rock song.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of a romantic country song.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of a cool hip hop song.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of a cool techno song.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of an epic classical score.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of a cool rhythmic arcade game soundtrack.",1,1
MusicDelta_SwingJazz_MIX.wav,"A recording of a cool mysterious Chinese song.",1,1
MusicDelta_SwingJazz_MIX.wav,"A metal song with a guitar, piano, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A jazz song with a trumpet, piano, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A jazz song with a violin, piano, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, violin, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A country song with a guitar, piano, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A classical piece with a string section, piano, bass and drums playing.",0,2
MusicDelta_SwingJazz_MIX.wav,"A trumpet, piano, bass and drums playing a cool happy song.",0,3
MusicDelta_SwingJazz_MIX.wav,"A man singing and a piano, bass and drums playing a cool happy song.",0,3
MusicDelta_SwingJazz_MIX.wav,"A violin, piano, bass and drums playing a cool happy song.",0,3
MusicDelta_SwingJazz_MIX.wav,"A saxophone, guitar, bass and drums playing a cool happy song.",0,3
MusicDelta_SwingJazz_MIX.wav,"A guitar, piano, bass and drums playing a cool happy song.",0,3
MusicDelta_SwingJazz_MIX.wav,"A flute, piano, bass and drums playing a cool happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat blues song.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat arcade game soundtrack.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat country song.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat techno song.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a sad and mysterious classical music piece.",0,1
MusicDelta_Vivaldi_MIX.wav,"A recording of happy upbeat Indian music.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat jazz song.",1,1
MusicDelta_Vivaldi_MIX.wav,"A recording of a happy upbeat rock song.",1,1
MusicDelta_Vivaldi_MIX.wav,"A synthesizer playing techno music.",0,2
MusicDelta_Vivaldi_MIX.wav,"A rock band playing rock music.",1,2
MusicDelta_Vivaldi_MIX.wav,"A metal band playing metal music.",1,2
MusicDelta_Vivaldi_MIX.wav,"Flutes playing classical music.",0,2
MusicDelta_Vivaldi_MIX.wav,"A strings section playing metal music.",0,2
MusicDelta_Vivaldi_MIX.wav,"A strings section playing techno music.",0,2
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a piano playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of strings playing a sad song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of an orchestra playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a rock band playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a metal band playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a jazz band playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a country band playing a happy song.",0,3
MusicDelta_Vivaldi_MIX.wav,"A high quality recording of a synthesizer playing a happy song.",0,3
MusicDelta_Zeppelin_MIX.wav,"A recording of a jazz song.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of an opera piece.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of a techno song.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of an arcade game soundtrack.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of a baroque classical music piece.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of a romantic country.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of an Arabic song.",1,1
MusicDelta_Zeppelin_MIX.wav,"A recording of a hip hop song.",1,1
MusicDelta_Zeppelin_MIX.wav,"A trumpet playing an epic solo while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"A saxophone playing an epic solo while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"A trumpet playing an epic solo while another trumpet, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"A saxophone playing an epic solo while another saxophone, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"A piano playing epic riffs while a guitar, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while a piano, bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while bass and drums are playing in the background.",0,2
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic trumpet jazz solo with a jazz band accompaniment.",0,3
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic saxophone jazz solo with a jazz band accompaniment.",0,3
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic piano hard rock solo with a rock band accompaniment.",0,3
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic violin hard rock solo with a rock band accompaniment.",0,3
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic violin solo with an orchestra accompaniment.",0,3
MusicDelta_Zeppelin_MIX.wav,"A high quality recording of an epic guitar country solo with a country band accompaniment.",0,3
